kind,mxcheatui_asset_path,blueprint_stem,class_ref_C,in_session_save_221210,session_combat_v1,e_primal_item_type_guess,game_state_enum_hooks,gaia_searchable,notes
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_CrabClaw,PrimalItemResource_ApexDrop_CrabClaw,PrimalItemResource_ApexDrop_CrabClaw_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_ReaperBarb,PrimalItemResource_ApexDrop_ReaperBarb,PrimalItemResource_ApexDrop_ReaperBarb_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_RockDrake,PrimalItemResource_ApexDrop_RockDrake,PrimalItemResource_ApexDrop_RockDrake_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_Charge,PrimalItemResource_Charge,PrimalItemResource_Charge_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ElementOre,PrimalItemResource_ElementOre,PrimalItemResource_ElementOre_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_FungalWood,PrimalItemResource_FungalWood,PrimalItemResource_FungalWood_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_Gas,PrimalItemResource_Gas,PrimalItemResource_Gas_C,Y,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_Gem_BioLum,PrimalItemResource_Gem_BioLum,PrimalItemResource_Gem_BioLum_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_Gem_Element,PrimalItemResource_Gem_Element,PrimalItemResource_Gem_Element_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_Gem_Fertile,PrimalItemResource_Gem_Fertile,PrimalItemResource_Gem_Fertile_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_XenomorphPheromoneGland,PrimalItemResource_XenomorphPheromoneGland,PrimalItemResource_XenomorphPheromoneGland_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/CoreBlueprints/Weapons/PrimalItem_WeaponClimbPick,PrimalItem_WeaponClimbPick,PrimalItem_WeaponClimbPick_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/CoreBlueprints/Weapons/PrimalItemAmmo_Zipline,PrimalItemAmmo_Zipline,PrimalItemAmmo_Zipline_C,Y,N,Ammo,EPrimalItemType:Ammo; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/Dinos/Basilisk/PrimalItemArmor_BasiliskSaddle,PrimalItemArmor_BasiliskSaddle,PrimalItemArmor_BasiliskSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/CaveWolf/PrimalItemArmor_CavewolfPromoSaddle,PrimalItemArmor_CavewolfPromoSaddle,PrimalItemArmor_CavewolfPromoSaddle_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/CaveWolf/PrimalItemArmor_CavewolfSaddle,PrimalItemArmor_CavewolfSaddle,PrimalItemArmor_CavewolfSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/Crab/PrimalItemArmor_CrabSaddle,PrimalItemArmor_CrabSaddle,PrimalItemArmor_CrabSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/MoleRat/PrimalItemArmor_MoleRatSaddle,PrimalItemArmor_MoleRatSaddle,PrimalItemArmor_MoleRatSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/RockDrake/PrimalItemArmor_RockDrakeSaddle,PrimalItemArmor_RockDrakeSaddle,PrimalItemArmor_RockDrakeSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/RockDrake/PrimalItemArmor_RockDrakeSaddle_Tek,PrimalItemArmor_RockDrakeSaddle_Tek,PrimalItemArmor_RockDrakeSaddle_Tek_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/RockDrake/PrimalItemConsumable_Egg_RockDrake,PrimalItemConsumable_Egg_RockDrake,PrimalItemConsumable_Egg_RockDrake_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Dinos/RockDrake/PrimalItemConsumable_Egg_RockDrake_Fertilized,PrimalItemConsumable_Egg_RockDrake_Fertilized,PrimalItemConsumable_Egg_RockDrake_Fertilized_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/CarnivorousPlant/PrimalItemConsumable_Seed_Carnivorous_Plant,PrimalItemConsumable_Seed_Carnivorous_Plant,PrimalItemConsumable_Seed_Carnivorous_Plant_C,N,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/CarnivorousPlant/PrimalItemStructure_Carnivorous_Plant_Trap,PrimalItemStructure_Carnivorous_Plant_Trap,PrimalItemStructure_Carnivorous_Plant_Trap_C,N,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/CliffPlatforms/Metal_CliffPlatform/PrimalItemStructure_Metal_CliffPlatform,PrimalItemStructure_Metal_CliffPlatform,PrimalItemStructure_Metal_CliffPlatform_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/CliffPlatforms/Stone_CliffPlatform/PrimalItemStructure_Stone_CliffPlatform,PrimalItemStructure_Stone_CliffPlatform,PrimalItemStructure_Stone_CliffPlatform_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/CliffPlatforms/Wood_CliffPlatform/PrimalItemStructure_Wood_CliffPlatform,PrimalItemStructure_Wood_CliffPlatform,PrimalItemStructure_Wood_CliffPlatform_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/GasCollector/PrimalItemStructure_GasCollector,PrimalItemStructure_GasCollector,PrimalItemStructure_GasCollector_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/PortableRopeLadder/PrimalItemStructure_PortableLadder,PrimalItemStructure_PortableLadder,PrimalItemStructure_PortableLadder_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/PrimitiveElevator/PrimalItemStructure_WoodElevatorPlatform_Large,PrimalItemStructure_WoodElevatorPlatform_Large,PrimalItemStructure_WoodElevatorPlatform_Large_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/PrimitiveElevator/PrimalItemStructure_WoodElevatorPlatform_Medium,PrimalItemStructure_WoodElevatorPlatform_Medium,PrimalItemStructure_WoodElevatorPlatform_Medium_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/PrimitiveElevator/PrimalItemStructure_WoodElevatorPlatform_Small,PrimalItemStructure_WoodElevatorPlatform_Small,PrimalItemStructure_WoodElevatorPlatform_Small_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/PrimitiveElevator/PrimalItemStructure_WoodElevatorTopSwitch,PrimalItemStructure_WoodElevatorTopSwitch,PrimalItemStructure_WoodElevatorTopSwitch_C,N,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/Structures/PrimitiveElevator/PrimalItemStructure_WoodElevatorTrack,PrimalItemStructure_WoodElevatorTrack,PrimalItemStructure_WoodElevatorTrack_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Aberration/WeaponGlowStickCharge/PrimalItem_ChargeBattery,PrimalItem_ChargeBattery,PrimalItem_ChargeBattery_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponGlowStickThrow/PrimalItem_GlowStick,PrimalItem_GlowStick,PrimalItem_GlowStick_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponPlantSpeciesZ/PrimalItem_PlantSpeciesZ_Grenade,PrimalItem_PlantSpeciesZ_Grenade,PrimalItem_PlantSpeciesZ_Grenade_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponPlantSpeciesZ/PrimalItemConsumable_Seed_PlantSpeciesZ,PrimalItemConsumable_Seed_PlantSpeciesZ,PrimalItemConsumable_Seed_PlantSpeciesZ_C,N,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponPlantSpeciesZ/PrimalItemConsumable_Seed_PlantSpeciesZ_SpeedHack,PrimalItemConsumable_Seed_PlantSpeciesZ_SpeedHack,PrimalItemConsumable_Seed_PlantSpeciesZ_SpeedHack_C,N,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponRadioactiveLanternCharge/PrimalItem_WeaponRadioactiveLanternCharge,PrimalItem_WeaponRadioactiveLanternCharge,PrimalItem_WeaponRadioactiveLanternCharge_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponTekSniper/PrimalItem_TekSniper,PrimalItem_TekSniper,PrimalItem_TekSniper_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponTracerRoundAmmo/PrimalItemAmmo_TracerRound,PrimalItemAmmo_TracerRound,PrimalItemAmmo_TracerRound_C,N,N,Ammo,EPrimalItemType:Ammo; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Aberration/WeaponTripwireFlare/PrimalItem_WeaponTripwireFlare,PrimalItem_WeaponTripwireFlare,PrimalItem_WeaponTripwireFlare_C,N,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Arm01,PrimalItemTrophy_Skeleton_Arm01,PrimalItemTrophy_Skeleton_Arm01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Bone01,PrimalItemTrophy_Skeleton_Bone01,PrimalItemTrophy_Skeleton_Bone01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Bone02,PrimalItemTrophy_Skeleton_Bone02,PrimalItemTrophy_Skeleton_Bone02_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Bones01,PrimalItemTrophy_Skeleton_Bones01,PrimalItemTrophy_Skeleton_Bones01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Bones02,PrimalItemTrophy_Skeleton_Bones02,PrimalItemTrophy_Skeleton_Bones02_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Bones03,PrimalItemTrophy_Skeleton_Bones03,PrimalItemTrophy_Skeleton_Bones03_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Femur01,PrimalItemTrophy_Skeleton_Femur01,PrimalItemTrophy_Skeleton_Femur01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Foot01,PrimalItemTrophy_Skeleton_Foot01,PrimalItemTrophy_Skeleton_Foot01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Forearm01,PrimalItemTrophy_Skeleton_Forearm01,PrimalItemTrophy_Skeleton_Forearm01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_HalfLeg01,PrimalItemTrophy_Skeleton_HalfLeg01,PrimalItemTrophy_Skeleton_HalfLeg01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_HalfLeg02_01,PrimalItemTrophy_Skeleton_HalfLeg02_01,PrimalItemTrophy_Skeleton_HalfLeg02_01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Hand01,PrimalItemTrophy_Skeleton_Hand01,PrimalItemTrophy_Skeleton_Hand01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Jaw01,PrimalItemTrophy_Skeleton_Jaw01,PrimalItemTrophy_Skeleton_Jaw01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Leg01,PrimalItemTrophy_Skeleton_Leg01,PrimalItemTrophy_Skeleton_Leg01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Pelvis01,PrimalItemTrophy_Skeleton_Pelvis01,PrimalItemTrophy_Skeleton_Pelvis01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_01,PrimalItemTrophy_Skeleton_Raptor_01,PrimalItemTrophy_Skeleton_Raptor_01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_02,PrimalItemTrophy_Skeleton_Raptor_02,PrimalItemTrophy_Skeleton_Raptor_02_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_03,PrimalItemTrophy_Skeleton_Raptor_03,PrimalItemTrophy_Skeleton_Raptor_03_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_04,PrimalItemTrophy_Skeleton_Raptor_04,PrimalItemTrophy_Skeleton_Raptor_04_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_05,PrimalItemTrophy_Skeleton_Raptor_05,PrimalItemTrophy_Skeleton_Raptor_05_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_06,PrimalItemTrophy_Skeleton_Raptor_06,PrimalItemTrophy_Skeleton_Raptor_06_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_07,PrimalItemTrophy_Skeleton_Raptor_07,PrimalItemTrophy_Skeleton_Raptor_07_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Raptor_08,PrimalItemTrophy_Skeleton_Raptor_08,PrimalItemTrophy_Skeleton_Raptor_08_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Rex_01,PrimalItemTrophy_Skeleton_Rex_01,PrimalItemTrophy_Skeleton_Rex_01_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Rex_02,PrimalItemTrophy_Skeleton_Rex_02,PrimalItemTrophy_Skeleton_Rex_02_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Rex_03,PrimalItemTrophy_Skeleton_Rex_03,PrimalItemTrophy_Skeleton_Rex_03_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
item,/Game/ASA/Blueprints/BoneAttachments/PrimalItemTrophy_Skeleton_Rex_04,PrimalItemTrophy_Skeleton_Rex_04,PrimalItemTrophy_Skeleton_Rex_04_C,N,N,WeaponAttachment,EPrimalItemType:WeaponAttachment; EPrimalMilestoneType:Craft,Y,
