kind,mxcheatui_asset_path,blueprint_stem,class_ref_C,in_session_save_221210,session_combat_v1,e_primal_item_type_guess,game_state_enum_hooks,gaia_searchable,notes,display_name,display_name_source,display_name_confidence,blueprint_path_ue,cheat_giveitem_template,cheat_spawn_dino_template,dlc_or_pack,path_category,variant_tags,e_cheat_actor_type_guess,in_session_class_ref,in_session_game_path,in_session_stem,session_match_method,session_combat_bundle_v1,tribe_log_display_name_hit,also_in_opposite_table,mxcheatui_table,mxcheatui_mod_cf,gaia_commands_mod_cf,assessment_tags,row_id
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternBird_Fertilized,PrimalItemConsumable_Egg_LanternBird_Fertilized,PrimalItemConsumable_Egg_LanternBird_Fertilized_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Egg Lantern Bird Fertilized,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternBird_Fertilized.PrimalItemConsumable_Egg_LanternBird_Fertilized,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternBird_Fertilized.PrimalItemConsumable_Egg_LanternBird_Fertilized'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00011
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard,PrimalItemConsumable_Egg_LanternLizard,PrimalItemConsumable_Egg_LanternLizard_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Egg Lantern Lizard,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard.PrimalItemConsumable_Egg_LanternLizard,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard.PrimalItemConsumable_Egg_LanternLizard'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00012
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard_Fertilized,PrimalItemConsumable_Egg_LanternLizard_Fertilized,PrimalItemConsumable_Egg_LanternLizard_Fertilized_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Egg Lantern Lizard Fertilized,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard_Fertilized.PrimalItemConsumable_Egg_LanternLizard_Fertilized,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Egg_LanternLizard_Fertilized.PrimalItemConsumable_Egg_LanternLizard_Fertilized'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00013
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_LanternBirdEgg,PrimalItemConsumable_Kibble_LanternBirdEgg,PrimalItemConsumable_Kibble_LanternBirdEgg_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Kibble Lantern Bird Egg,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_LanternBirdEgg.PrimalItemConsumable_Kibble_LanternBirdEgg,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_LanternBirdEgg.PrimalItemConsumable_Kibble_LanternBirdEgg'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00014
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_LanternLizardEgg,PrimalItemConsumable_Kibble_LanternLizardEgg,PrimalItemConsumable_Kibble_LanternLizardEgg_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Kibble Lantern Lizard Egg,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_LanternLizardEgg.PrimalItemConsumable_Kibble_LanternLizardEgg,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_LanternLizardEgg.PrimalItemConsumable_Kibble_LanternLizardEgg'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00015
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_RockDrakeEgg,PrimalItemConsumable_Kibble_RockDrakeEgg,PrimalItemConsumable_Kibble_RockDrakeEgg_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Kibble Rock Drake Egg,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_RockDrakeEgg.PrimalItemConsumable_Kibble_RockDrakeEgg,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_RockDrakeEgg.PrimalItemConsumable_Kibble_RockDrakeEgg'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00016
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Aquatic,PrimalItemConsumable_Mushroom_Aquatic,PrimalItemConsumable_Mushroom_Aquatic_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Mushroom Aquatic,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Aquatic.PrimalItemConsumable_Mushroom_Aquatic,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Aquatic.PrimalItemConsumable_Mushroom_Aquatic'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00017
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Ascerbic,PrimalItemConsumable_Mushroom_Ascerbic,PrimalItemConsumable_Mushroom_Ascerbic_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Mushroom Ascerbic,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Ascerbic.PrimalItemConsumable_Mushroom_Ascerbic,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Ascerbic.PrimalItemConsumable_Mushroom_Ascerbic'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00018
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Auric,PrimalItemConsumable_Mushroom_Auric,PrimalItemConsumable_Mushroom_Auric_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Mushroom Auric,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Auric.PrimalItemConsumable_Mushroom_Auric,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Mushroom_Auric.PrimalItemConsumable_Mushroom_Auric'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable,mx_00019
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Soup_MushroomSoup,PrimalItemConsumable_Soup_MushroomSoup,PrimalItemConsumable_Soup_MushroomSoup_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Soup Mushroom Soup,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Soup_MushroomSoup.PrimalItemConsumable_Soup_MushroomSoup,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Soup_MushroomSoup.PrimalItemConsumable_Soup_MushroomSoup'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00020
item,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemResource_CommonMushroom,PrimalItemResource_CommonMushroom,PrimalItemResource_CommonMushroom_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Common Mushroom,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemResource_CommonMushroom.PrimalItemResource_CommonMushroom,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Consumables/PrimalItemResource_CommonMushroom.PrimalItemResource_CommonMushroom'"" 1 0 0",,Aberration,CoreBlueprints/Items/Consumables,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource,mx_00021
item,/Game/Aberration/CoreBlueprints/Items/Structures/PrimalItemStructure_Furniture_Rug,PrimalItemStructure_Furniture_Rug,PrimalItemStructure_Furniture_Rug_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,,Furniture Rug,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Structures/PrimalItemStructure_Furniture_Rug.PrimalItemStructure_Furniture_Rug,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Structures/PrimalItemStructure_Furniture_Rug.PrimalItemStructure_Furniture_Rug'"" 1 0 0",,Aberration,CoreBlueprints/Items/Structures,,,Y,N,Y,class_ref+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Structure;session_class_ref;session_stem,mx_00022
item,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemStructure_Flag_Rockwell,PrimalItemStructure_Flag_Rockwell,PrimalItemStructure_Flag_Rockwell_C,N,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,,Flag Rockwell,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemStructure_Flag_Rockwell.PrimalItemStructure_Flag_Rockwell,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemStructure_Flag_Rockwell.PrimalItemStructure_Flag_Rockwell'"" 1 0 0",,Aberration,CoreBlueprints/Items/Trophies,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Structure,mx_00023
item,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell,PrimalItemTrophy_Rockwell,PrimalItemTrophy_Rockwell_C,N,N,,EPrimalMilestoneType:Craft,Y,,Primal Item Trophy Rockwell,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell.PrimalItemTrophy_Rockwell,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell.PrimalItemTrophy_Rockwell'"" 1 0 0",,Aberration,CoreBlueprints/Items/Trophies,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration,mx_00024
item,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell_Beta,PrimalItemTrophy_Rockwell_Beta,PrimalItemTrophy_Rockwell_Beta_C,N,N,,EPrimalMilestoneType:Craft,Y,,Primal Item Trophy Rockwell Beta,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell_Beta.PrimalItemTrophy_Rockwell_Beta,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell_Beta.PrimalItemTrophy_Rockwell_Beta'"" 1 0 0",,Aberration,CoreBlueprints/Items/Trophies,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration,mx_00025
item,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell_Beta_Alpha,PrimalItemTrophy_Rockwell_Beta_Alpha,PrimalItemTrophy_Rockwell_Beta_Alpha_C,N,N,,EPrimalMilestoneType:Craft,Y,,Primal Item Trophy Rockwell Beta Alpha,derived_stem,medium,/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell_Beta_Alpha.PrimalItemTrophy_Rockwell_Beta_Alpha,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Rockwell_Beta_Alpha.PrimalItemTrophy_Rockwell_Beta_Alpha'"" 1 0 0",,Aberration,CoreBlueprints/Items/Trophies,Alpha,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;variant:Alpha,mx_00026
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemConsumable_NamelessVenom,PrimalItemConsumable_NamelessVenom,PrimalItemConsumable_NamelessVenom_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Nameless Venom,derived_stem,medium,/Game/Aberration/CoreBlueprints/Resources/PrimalItemConsumable_NamelessVenom.PrimalItemConsumable_NamelessVenom,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemConsumable_NamelessVenom.PrimalItemConsumable_NamelessVenom'"" 1 0 0",,Aberration,CoreBlueprints/Resources,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource,mx_00027
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk,PrimalItemResource_ApexDrop_Basilisk,PrimalItemResource_ApexDrop_Basilisk_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Apex Drop Basilisk,derived_stem,medium,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk.PrimalItemResource_ApexDrop_Basilisk,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk.PrimalItemResource_ApexDrop_Basilisk'"" 1 0 0",,Aberration,CoreBlueprints/Resources,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource,mx_00028
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk_Alpha,PrimalItemResource_ApexDrop_Basilisk_Alpha,PrimalItemResource_ApexDrop_Basilisk_Alpha_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Apex Drop Basilisk Alpha,derived_stem,medium,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk_Alpha.PrimalItemResource_ApexDrop_Basilisk_Alpha,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk_Alpha.PrimalItemResource_ApexDrop_Basilisk_Alpha'"" 1 0 0",,Aberration,CoreBlueprints/Resources,Alpha,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource;variant:Alpha,mx_00029
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_CrabClaw,PrimalItemResource_ApexDrop_CrabClaw,PrimalItemResource_ApexDrop_CrabClaw_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Apex Drop Crab Claw,derived_stem,medium,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_CrabClaw.PrimalItemResource_ApexDrop_CrabClaw,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_CrabClaw.PrimalItemResource_ApexDrop_CrabClaw'"" 1 0 0",,Aberration,CoreBlueprints/Resources,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource,mx_00030
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_ReaperBarb,PrimalItemResource_ApexDrop_ReaperBarb,PrimalItemResource_ApexDrop_ReaperBarb_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Apex Drop Reaper Barb,derived_stem,medium,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_ReaperBarb.PrimalItemResource_ApexDrop_ReaperBarb,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_ReaperBarb.PrimalItemResource_ApexDrop_ReaperBarb'"" 1 0 0",,Aberration,CoreBlueprints/Resources,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource,mx_00031
item,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_RockDrake,PrimalItemResource_ApexDrop_RockDrake,PrimalItemResource_ApexDrop_RockDrake_C,N,N,Resource,EPrimalItemType:Resource; EPrimalMilestoneType:Craft,Y,,Apex Drop Rock Drake,derived_stem,medium,/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_RockDrake.PrimalItemResource_ApexDrop_RockDrake,"cheat giveitem ""Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_RockDrake.PrimalItemResource_ApexDrop_RockDrake'"" 1 0 0",,Aberration,CoreBlueprints/Resources,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Aberration;item_type:Resource,mx_00032
