record_type,category,value,source,encodings,offsets
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TurretTek.PrimalItemStructure_TurretTek'"" 1 0 0",ArkAscended.exe,utf16le,0xc3793b0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekCatwalk.PrimalItemStructure_TekCatwalk'"" 1 0 0",ArkAscended.exe,utf16le,0xc3775b0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekCeiling.PrimalItemStructure_TekCeiling'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a590
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekCeilingWithTrapdoor.PrimalItemStructure_TekCeilingWithTrapdoor'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a6c0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekDoor.PrimalItemStructure_TekDoor'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a820
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekFloor.PrimalItemStructure_TekFloor'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a940
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekGate.PrimalItemStructure_TekGate'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a0a0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekGate_Large.PrimalItemStructure_TekGate_Large'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a1c0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekGateframe.PrimalItemStructure_TekGateframe'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a300
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekGateframe_Large.PrimalItemStructure_TekGateframe_Large'"" 1 0 0",ArkAscended.exe,utf16le,0xc37a440
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekLadder.PrimalItemStructure_TekLadder'"" 1 0 0",ArkAscended.exe,utf16le,0xc37af50
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekPillar.PrimalItemStructure_TekPillar'"" 1 0 0",ArkAscended.exe,utf16le,0xc37b080
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekRamp.PrimalItemStructure_TekRamp'"" 1 0 0",ArkAscended.exe,utf16le,0xc37b1b0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekTrapdoor.PrimalItemStructure_TekTrapdoor'"" 1 0 0",ArkAscended.exe,utf16le,0xc37b2d0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekWall.PrimalItemStructure_TekWall'"" 1 0 0",ArkAscended.exe,utf16le,0xc37aa70
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekWallWithDoor.PrimalItemStructure_TekWallWithDoor'"" 1 0 0",ArkAscended.exe,utf16le,0xc37ab90
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekWallWithWindow.PrimalItemStructure_TekWallWithWindow'"" 1 0 0",ArkAscended.exe,utf16le,0xc37acd0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekWindow.PrimalItemStructure_TekWindow'"" 1 0 0",ArkAscended.exe,utf16le,0xc377480
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Broodmother_Alpha.PrimalItemTrophy_Broodmother_Alpha'"" 1 0 0",ArkAscended.exe,utf16le,0xc37bf00
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Broodmother_Beta.PrimalItemTrophy_Broodmother_Beta'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c720
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Broodmother_Gamma.PrimalItemTrophy_Broodmother_Gamma'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c5f0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Dragon_Alpha.PrimalItemTrophy_Dragon_Alpha'"" 1 0 0",ArkAscended.exe,utf16le,0xc37cf90
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Dragon_Beta.PrimalItemTrophy_Dragon_Beta'"" 1 0 0",ArkAscended.exe,utf16le,0xc37ce70
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Dragon_Gamma.PrimalItemTrophy_Dragon_Gamma'"" 1 0 0",ArkAscended.exe,utf16le,0xc37cd50
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Gorilla_Alpha.PrimalItemTrophy_Gorilla_Alpha'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c270
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Gorilla_Beta.PrimalItemTrophy_Gorilla_Beta'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c150
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Gorilla_Gamma.PrimalItemTrophy_Gorilla_Gamma'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c030
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaCarno.PrimalItemResource_ApexDrop_AlphaCarno'"" 1 0 0",ArkAscended.exe,utf16le,0xc37cad0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaLeeds.PrimalItemResource_ApexDrop_AlphaLeeds'"" 1 0 0",ArkAscended.exe,utf16le,0xc37cc10
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaMegalodon.PrimalItemResource_ApexDrop_AlphaMegalodon'"" 1 0 0",ArkAscended.exe,utf16le,0xc378030
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaMosasaur.PrimalItemResource_ApexDrop_AlphaMosasaur'"" 1 0 0",ArkAscended.exe,utf16le,0xc378180
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaRaptor.PrimalItemResource_ApexDrop_AlphaRaptor'"" 1 0 0",ArkAscended.exe,utf16le,0xc3782d0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaRex.PrimalItemResource_ApexDrop_AlphaRex'"" 1 0 0",ArkAscended.exe,utf16le,0xc378410
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaTuso.PrimalItemResource_ApexDrop_AlphaTuso'"" 1 0 0",ArkAscended.exe,utf16le,0xc377bc0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Argentavis.PrimalItemResource_ApexDrop_Argentavis'"" 100 1 0",ArkAscended.exe,utf16le,0xc37d870
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_FireWyvern.PrimalItemResource_ApexDrop_FireWyvern'"" 100 1 0",ArkAscended.exe,utf16le,0xc378a20
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_LightningWyvern.PrimalItemResource_ApexDrop_LightningWyvern'"" 100 1 0",ArkAscended.exe,utf16le,0xc378b60
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Megalodon.PrimalItemResource_ApexDrop_Megalodon'"" 100 1 0",ArkAscended.exe,utf16le,0xc37d9b0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_PoisonWyvern.PrimalItemResource_ApexDrop_PoisonWyvern'"" 100 1 0",ArkAscended.exe,utf16le,0xc378cb0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Rex.PrimalItemResource_ApexDrop_Rex'"" 100 1 0",ArkAscended.exe,utf16le,0xc37daf0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Sauro.PrimalItemResource_ApexDrop_Sauro'"" 100 1 0",ArkAscended.exe,utf16le,0xc37c390
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Tuso.PrimalItemResource_ApexDrop_Tuso'"" 100 1 0",ArkAscended.exe,utf16le,0xc37c4c0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_Element.PrimalItemResource_Element'"" 10 0 0",ArkAscended.exe,utf16le,0xc380f70;0xc3812f0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_TekRifle.PrimalItem_TekRifle'"" 1 0 0",ArkAscended.exe,utf16le,0xc379fb0
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/ScorchedEarth/Structures/TrophyHeads/Manticore_Trophy/PrimalItemTrophy_Manticore_Alpha.PrimalItemTrophy_Manticore_Alpha'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c990
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/ScorchedEarth/Structures/TrophyHeads/Manticore_Trophy/PrimalItemTrophy_Manticore_Beta.PrimalItemTrophy_Manticore_Beta'"" 1 0 0",ArkAscended.exe,utf16le,0xc37c850
exe_string,cheat_verb,"cheat giveitem ""Blueprint'/Game/ScorchedEarth/Structures/TrophyHeads/Manticore_Trophy/PrimalItemTrophy_Manticore_Gamma.PrimalItemTrophy_Manticore_Gamma'"" 1 0 0",ArkAscended.exe,utf16le,0xc37d0b0
exe_string,cheat_verb,cheat giveitemnum %i %i 1 false,ArkAscended.exe,utf16le,0xc3a1910
exe_string,cheat_verb,cheat leavemealone,ArkAscended.exe,utf16le,0xc3a3850
exe_string,cheat_verb,cheat spi %s,ArkAscended.exe,utf16le,0xc3a37b8
exe_string,cheat_verb,cheat spi %s %f 0,ArkAscended.exe,utf16le,0xc3a39a0
exe_string,cheat_verb,cheat tod %s,ArkAscended.exe,utf16le,0xc3a3798
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_RexSaddle_Tek.PrimalItemArmor_RexSaddle_Tek'""",ArkAscended.exe,utf16le,0xc379c50
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Shields/PrimalItemArmor_TekShield.PrimalItemArmor_TekShield'""",ArkAscended.exe,utf16le,0xc379150
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekBoots.PrimalItemArmor_TekBoots'""",ArkAscended.exe,utf16le,0xc3794e0
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekGloves.PrimalItemArmor_TekGloves'""",ArkAscended.exe,utf16le,0xc3795f0
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekHelmet.PrimalItemArmor_TekHelmet'""",ArkAscended.exe,utf16le,0xc379700
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekPants.PrimalItemArmor_TekPants'""",ArkAscended.exe,utf16le,0xc378f30
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekShirt.PrimalItemArmor_TekShirt'""",ArkAscended.exe,utf16le,0xc379040
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TekReplicator.PrimalItemStructure_TekReplicator'""",ArkAscended.exe,utf16le,0xc379270
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TekShield.PrimalItemStructure_TekShield'""",ArkAscended.exe,utf16le,0xc377220
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TekTransmitter.PrimalItemStructure_TekTransmitter'""",ArkAscended.exe,utf16le,0xc379e70
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TurretTek.PrimalItemStructure_TurretTek'""",ArkAscended.exe,utf16le,0xc377350
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekCatwalk.PrimalItemStructure_TekCatwalk'""",ArkAscended.exe,utf16le,0xc378540
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekCeiling.PrimalItemStructure_TekCeiling'""",ArkAscended.exe,utf16le,0xc378670
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekCeilingWithTrapdoor.PrimalItemStructure_TekCeilingWithTrapdoor'""",ArkAscended.exe,utf16le,0xc3787a0
exe_string,cheat_verb,"cheat unlockengram ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Tek/PrimalItemStructure_TekDoor.PrimalItemStructure_TekDoor'""",ArkAscended.exe,utf16le,0xc378900
